OTU	Dry_F_1	Dry_F_2	Dry_F_3	Dry_F_4	Dry_F_5	Dry_N_1	Dry_N_2	Dry_N_3	Dry_N_4	Dry_N_5	Wet_F_1	Wet_F_2	Wet_F_3	Wet_F_4	Wet_F_5	Wet_N_1	Wet_N_2	Wet_N_3	Wet_N_4	Wet_N_5
OTU_3136	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
OTU_3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3151	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3153	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
OTU_3162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3165	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_3169	0	1	1	0	0	2	2	0	0	0	1	0	0	3	0	0	0	0	0	0
OTU_3170	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3175	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
OTU_3184	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_3188	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3189	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0
OTU_3190	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3198	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0
OTU_3200	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
OTU_3201	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_3203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_3206	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_3208	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3217	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3223	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU_3226	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU_3227	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3242	0	0	0	2	0	1	0	0	2	2	0	1	0	0	2	0	0	0	0	0
OTU_3243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_3246	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_3247	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU_3249	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3252	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_3256	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_3262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_3265	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3266	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3272	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3278	0	0	1	0	0	1	0	0	4	2	0	0	0	0	1	0	0	0	0	0
OTU_3280	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_3282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3293	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0
OTU_3294	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3295	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3297	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
OTU_3306	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_3310	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_3311	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3313	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_3323	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3325	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
OTU_3326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_3328	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3330	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
OTU_3334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OTU_3342	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3343	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3346	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3356	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU_3360	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3372	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU_3373	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3374	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3376	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_3379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_3381	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_3389	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_3391	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3392	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3396	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0
OTU_3398	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0
OTU_3399	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3400	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU_3402	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3403	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3416	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3431	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_3437	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3439	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3441	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU_3449	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_3456	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
OTU_3457	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3458	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_3463	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
OTU_3465	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_3467	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_3471	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
OTU_3478	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3479	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3482	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3485	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3490	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
OTU_3491	0	0	6	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU_3492	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_3493	3	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0
OTU_3494	0	4	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
OTU_3496	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3501	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_3502	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_3511	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU_3512	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
OTU_3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_3521	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3524	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3527	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3530	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3547	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_3550	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3557	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_3563	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3564	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3565	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_3569	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	1	0
OTU_3571	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3577	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_3585	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3586	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3588	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	2	0	1
OTU_3589	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
OTU_3591	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3601	3	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	2
OTU_3607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_3614	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
OTU_3615	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_3620	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
OTU_3624	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3627	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3629	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3630	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3631	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_3633	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_3634	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3636	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_3639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_3641	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_3653	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3656	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3657	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3658	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
OTU_3667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3668	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3677	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3680	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3683	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_3684	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU_3685	0	0	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
OTU_3688	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_3702	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3705	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_3720	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3722	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0
OTU_3725	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3726	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3729	1	0	0	0	1	1	0	0	0	0	0	2	6	3	1	2	1	0	0	0
OTU_3738	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3739	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3743	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_3752	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_3756	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_3758	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3764	0	0	3	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_3767	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3769	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3776	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3778	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_3790	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_3796	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3797	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3805	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3807	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0
OTU_3809	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU_3810	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_3813	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_3814	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3816	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3819	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3820	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3823	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
OTU_3825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_3827	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3831	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3834	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_3841	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_3848	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3855	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_3867	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_3868	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU_3869	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_3872	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3879	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3883	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3897	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_3909	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_3912	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
OTU_3919	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3922	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_3924	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3927	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3930	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_3932	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3938	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3949	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_3961	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3962	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_3966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_3968	1	0	0	2	1	1	0	0	0	0	2	0	1	0	0	0	0	5	1	0
OTU_3969	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_3972	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_3981	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3985	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3994	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1
OTU_4001	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4005	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4006	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_4016	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	1	0
OTU_4017	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4020	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4026	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
OTU_4029	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4031	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4035	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4038	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_4047	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4050	6	9	0	1	0	0	7	0	0	0	0	0	0	2	0	0	0	0	9	0
OTU_4051	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_4052	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_4054	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_4056	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_4063	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	2	0	1
OTU_4068	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
OTU_4075	1	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
OTU_4084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_4088	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4089	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4096	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_4098	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4102	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_4106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
OTU_4109	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OTU_4110	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_4111	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_4112	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_4116	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4123	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_4125	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4126	0	2	0	2	5	0	2	1	0	0	0	0	2	2	0	0	0	0	0	0
OTU_4136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
OTU_4138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_4139	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4140	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_4149	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU_4150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_4151	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4154	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4161	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_4169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4180	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4184	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4186	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_4189	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU_4193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_4195	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4200	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_4201	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0
OTU_4203	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_4204	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_4205	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU_4207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_4208	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4209	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
