OTU	Dry_F_1	Dry_F_2	Dry_F_3	Dry_F_4	Dry_F_5	Dry_N_1	Dry_N_2	Dry_N_3	Dry_N_4	Dry_N_5	Wet_F_1	Wet_F_2	Wet_F_3	Wet_F_4	Wet_F_5	Wet_N_1	Wet_N_2	Wet_N_3	Wet_N_4	Wet_N_5
OTU_799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_801	9	4	2	4	1	4	5	5	5	2	1	7	3	2	2	0	1	0	0	2
OTU_802	0	0	3	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	8	0
OTU_805	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	7	0	0
OTU_808	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0
OTU_809	0	0	0	3	3	0	0	0	6	0	37	0	0	0	0	0	0	12	0	0
OTU_810	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_815	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
OTU_816	0	0	0	1	1	2	2	0	0	1	2	1	1	1	1	0	0	1	1	2
OTU_817	0	1	2	9	9	0	0	0	0	2	0	4	8	2	5	0	0	0	0	0
OTU_818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_819	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_820	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
OTU_823	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0
OTU_825	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_828	0	0	0	0	4	0	0	0	6	13	0	0	0	0	0	1	0	0	0	0
OTU_829	2	0	0	0	0	2	11	0	9	0	0	0	0	2	0	0	0	0	0	7
OTU_831	1	0	4	2	3	4	11	6	0	2	1	2	1	14	0	7	8	18	0	8
OTU_832	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
OTU_833	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_835	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
OTU_836	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_842	0	1	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_845	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_847	0	0	1	0	0	0	0	1	0	1	2	0	2	5	1	3	0	8	0	2
OTU_848	0	0	1	0	1	0	0	0	2	0	0	0	0	1	2	0	1	0	0	2
OTU_850	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_851	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1
OTU_852	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_853	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0
OTU_856	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0
OTU_857	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_858	3	0	1	2	1	7	0	4	0	0	0	0	0	0	1	0	0	0	0	0
OTU_859	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_860	0	2	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_861	1	2	4	0	4	2	0	6	3	0	0	0	0	1	0	0	0	0	0	0
OTU_862	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_865	0	0	0	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0
OTU_866	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_867	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_870	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_871	5	1	3	0	0	6	1	1	0	0	1	1	0	0	0	0	0	0	0	1
OTU_872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0
OTU_873	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_874	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0
OTU_875	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_878	3	2	0	0	1	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_880	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_881	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_882	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_884	5	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_885	12	8	0	0	0	20	23	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_886	2	0	0	20	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_887	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
OTU_888	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_889	0	0	0	5	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_890	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
OTU_891	0	0	9	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_892	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
OTU_895	0	0	0	8	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
OTU_896	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
OTU_898	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_899	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_900	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	2	0	0
OTU_901	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_904	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_905	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_908	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	5	0
OTU_909	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_910	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_911	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_912	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_913	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_914	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_916	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_917	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_921	0	0	0	11	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0
OTU_922	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_923	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_926	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_927	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_928	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_929	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_930	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
OTU_931	0	1	0	2	0	0	1	1	1	0	0	0	0	8	1	0	0	1	0	0
OTU_935	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_936	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_937	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_939	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_940	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_941	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	9	0	0	0	2
OTU_942	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2	0	0	0
OTU_946	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	2	0	5	0	0
OTU_948	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
OTU_949	1	0	0	1	0	0	1	0	0	0	0	0	3	9	0	0	0	0	0	1
OTU_950	0	6	0	0	1	0	3	18	0	1	0	0	0	0	0	0	0	0	0	0
OTU_951	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3
OTU_954	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_955	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU_956	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
OTU_957	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0
OTU_958	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_960	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	11	0	1
OTU_961	0	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
OTU_963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
OTU_964	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1
OTU_965	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU_966	0	0	0	5	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_967	0	1	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_968	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_971	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
OTU_972	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_973	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_976	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_980	0	0	0	2	0	0	3	2	0	1	0	0	0	0	1	0	0	0	0	1
OTU_982	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0
OTU_985	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
OTU_986	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_987	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_992	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_996	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_997	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_998	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_999	1	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	0	0
OTU_1000	0	5	0	2	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1001	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	6	0	0	0	1
OTU_1003	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1006	11	8	2	1	2	2	1	3	3	0	0	1	0	0	7	0	0	0	0	0
OTU_1008	2	2	4	10	3	0	3	2	2	0	0	0	3	0	0	0	1	0	0	0
OTU_1009	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1011	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1012	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1013	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	1	0	0
OTU_1014	4	2	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1015	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1016	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1017	0	0	0	0	0	0	1	0	1	0	0	0	0	9	0	0	0	2	0	0
OTU_1018	0	0	1	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1022	3	0	1	4	0	9	0	0	0	8	0	4	0	0	0	2	0	0	0	0
OTU_1023	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1024	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1025	0	0	4	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1026	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_1029	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
OTU_1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU_1034	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	5	0	0	1
OTU_1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
OTU_1036	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_1041	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
OTU_1042	0	1	0	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1046	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0
OTU_1048	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1049	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1050	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0
OTU_1052	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU_1053	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0
OTU_1054	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0
OTU_1055	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1056	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1058	0	1	0	0	1	6	1	1	0	0	7	0	3	2	1	0	1	0	4	0
OTU_1059	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1
OTU_1060	0	9	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1061	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	10
OTU_1062	0	0	0	0	0	0	0	0	0	0	27	0	3	0	0	0	3	28	2	0
OTU_1065	9	0	0	0	3	2	0	0	0	0	0	1	0	3	0	0	2	0	5	1
OTU_1066	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
OTU_1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_1070	1	0	10	0	3	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_1071	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	3	0	0	1
OTU_1072	0	0	0	0	0	7	0	0	1	0	4	2	3	6	1	0	2	0	0	2
OTU_1075	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1077	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1078	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1079	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
OTU_1080	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1084	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1086	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1088	0	0	0	0	0	5	1	0	0	13	0	0	0	0	2	0	0	0	0	0
OTU_1089	0	4	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
OTU_1090	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1091	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
OTU_1092	0	3	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU_1093	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_1096	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1100	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	1	0	0
OTU_1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_1103	0	0	0	0	0	3	0	0	0	0	0	1	0	1	8	1	0	0	0	0
OTU_1104	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1106	1	0	0	0	0	4	0	0	0	0	1	0	4	1	0	0	1	1	0	0
OTU_1108	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
OTU_1109	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1110	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0
OTU_1111	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
OTU_1112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0
OTU_1113	0	0	0	0	0	0	0	1	0	0	9	1	0	0	0	0	0	4	2	0
OTU_1114	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_1115	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1
OTU_1116	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1117	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_1118	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1120	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU_1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU_1123	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1129	0	0	4	3	7	1	2	0	1	0	0	2	1	0	0	0	2	0	1	0
OTU_1132	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1134	0	0	0	0	0	0	0	0	0	0	0	1	10	2	0	0	0	0	0	0
OTU_1136	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_1137	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1139	2	1	0	3	0	0	2	2	0	0	0	0	0	1	3	0	0	0	1	3
OTU_1140	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1141	0	0	0	0	0	0	0	0	0	0	3	0	0	21	0	0	2	6	2	0
OTU_1142	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0
OTU_1144	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1145	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1147	9	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1148	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1152	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1153	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	6
OTU_1157	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1159	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
OTU_1160	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1161	10	0	0	1	1	7	0	1	2	0	0	0	0	0	2	1	0	0	0	0
OTU_1162	0	0	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0
OTU_1163	2	0	0	2	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0
OTU_1165	2	1	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	3
OTU_1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1169	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1174	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1175	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	12	3	0
OTU_1178	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_1180	2	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_1181	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1182	0	1	1	0	1	3	10	3	0	0	0	0	0	0	0	0	0	0	5	0
OTU_1185	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1188	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0
OTU_1190	0	1	1	0	0	3	1	1	0	1	0	0	0	0	2	0	0	0	0	0
OTU_1192	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1193	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1195	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_1196	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1197	1	0	3	3	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1198	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1200	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1201	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1202	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_1203	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1208	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_1209	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1210	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1211	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1214	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1215	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_1218	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1221	1	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	1	0
OTU_1222	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1225	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_1234	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1236	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
OTU_1237	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_1238	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	4	2	0	0	0
OTU_1239	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1244	0	0	0	0	0	0	0	0	2	0	2	1	3	0	0	1	3	1	0	0
OTU_1245	0	2	0	0	4	12	0	5	3	5	0	0	0	12	0	0	0	0	0	0
OTU_1246	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1247	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1248	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_1249	1	0	0	0	1	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1250	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_1253	0	0	0	0	2	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1
OTU_1254	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0
OTU_1255	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1257	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1262	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
OTU_1263	1	2	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_1265	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
OTU_1266	1	1	0	0	0	0	2	0	0	0	0	1	0	5	2	1	0	0	2	0
