#OTU ID	m161004_131820_42237_c101086072550000001823265803091794_s1_p0	m161004_173440_42237_c101086072550000001823265803091795_s1_p0	m161004_215100_42237_c101086072550000001823265803091796_s1_p0	m161005_020720_42237_c101086072550000001823265803091797_s1_p0	m161005_062341_42237_c101086352550000001823265803091720_s1_p0	m161005_104000_42237_c101086352550000001823265803091721_s1_p0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/17246/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/17308/ccs	3	0	2	8	2	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/17509/ccs	3	0	5	11	3	6
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/17849/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/18173/ccs	0	0	0	2	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/18179/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/18722/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/18783/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/18816/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/18855/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/19012/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/19131/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/19135/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/19259/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/1966/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/19756/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/20215/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/20227/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/20400/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/21211/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/21461/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/21986/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/22013/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/22026/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/22710/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/22773/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/22792/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/22997/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/23008/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/23600/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/23659/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/23975/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24201/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24203/ccs	1	1	1	2	0	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24306/ccs	0	1	1	6	3	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24439/ccs	0	0	0	2	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24564/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24688/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24761/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24787/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24828/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/24974/ccs	0	1	1	5	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25081/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25179/ccs	0	0	0	3	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25318/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25357/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25704/ccs	2	0	1	2	3	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25780/ccs	0	2	1	7	3	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/25823/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26043/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26070/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26077/ccs	0	0	0	2	1	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26340/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26595/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26626/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26665/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26696/ccs	2	3	0	6	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26737/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26914/ccs	0	0	0	1	1	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/26940/ccs	5	1	2	5	10	3
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27020/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27455/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27472/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27748/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27782/ccs	0	0	0	2	2	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27785/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/27952/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/28093/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/28433/ccs	0	0	0	4	0	4
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/28477/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/28510/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/28525/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/28677/ccs	0	0	0	2	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/29101/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/29320/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/29845/ccs	0	0	0	1	1	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/30291/ccs	0	0	0	1	0	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/30596/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/30823/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/30938/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/30940/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/30977/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/31185/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/31219/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/31328/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/31605/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/31983/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/32145/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/32191/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/32221/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/32265/ccs	1	2	0	2	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/32454/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/32768/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/33277/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/33546/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/3370/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/33874/ccs	0	0	0	2	2	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/33935/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/34156/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/3490/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/34947/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/34982/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/35183/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/35317/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/35352/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/35360/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/35477/ccs	9	6	4	10	5	6
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/35545/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36063/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36084/ccs	0	0	0	1	1	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36407/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36589/ccs	1	1	2	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36715/ccs	0	0	0	3	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36727/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36816/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/36819/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37013/ccs	0	0	0	1	2	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37066/ccs	0	0	0	1	1	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37099/ccs	0	0	0	2	0	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37167/ccs	0	0	0	2	2	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37195/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37299/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37484/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/37748/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38034/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38038/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38126/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38249/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38543/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38594/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/38610/ccs	3	2	0	3	1	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/39058/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/39084/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/39376/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/39877/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/40149/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/40161/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/40987/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41104/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41304/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41485/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41618/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41738/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41749/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/41957/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/42098/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/42212/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/42612/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/42797/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/42907/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/42945/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43051/ccs	0	1	0	2	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43103/ccs	0	0	0	2	0	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43246/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43275/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43467/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43669/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43778/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43786/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43919/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/43992/ccs	0	0	0	2	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/44455/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/44487/ccs	0	4	1	11	5	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/44495/ccs	2	2	2	5	3	3
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/44868/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45075/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45549/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45597/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45628/ccs	4	1	3	6	6	3
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45834/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45867/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/45912/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/46206/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/46495/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/46676/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/46813/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/46823/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/46923/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/47009/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/4714/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/47230/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/47649/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/47758/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/48204/ccs	2	4	3	10	3	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/48523/ccs	1	2	2	4	1	3
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/48582/ccs	1	2	1	4	3	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/48821/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/48848/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/48954/ccs	0	0	0	1	1	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/49026/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/49326/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/4933/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/49718/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/49747/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/49856/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/50129/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/50132/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/5023/ccs	0	0	0	2	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/50451/ccs	0	0	0	2	3	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/50633/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/50826/ccs	5	2	2	6	3	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/51041/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/51709/ccs	0	0	0	2	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/51712/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52170/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52209/ccs	0	2	0	3	3	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52229/ccs	1	1	0	4	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52456/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52499/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52506/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52538/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52581/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52648/ccs	0	1	0	3	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52679/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52897/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/5293/ccs	0	1	1	4	0	3
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/52952/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/53103/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/53569/ccs	0	0	0	1	1	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54068/ccs	1	1	1	3	2	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54136/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54181/ccs	0	0	0	1	1	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54364/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54455/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54766/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54811/ccs	0	2	1	3	2	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54833/ccs	3	4	3	5	3	4
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/54944/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/55026/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/55206/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/55646/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/55759/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/55829/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/55912/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56001/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56070/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56115/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56162/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56277/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56420/ccs	1	1	0	4	0	2
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56476/ccs	0	0	0	1	0	1
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56698/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56764/ccs	2	5	6	11	7	3
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/56989/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/57102/ccs	0	0	0	1	0	0
m161005_020720_42237_c101086072550000001823265803091797_s1_p0/57308/ccs	0	0	0	1	0	0
